textID	Unnamed: 0	text	sentiment	Timestamp	User	Platform	Hashtags	Retweets	Likes	Country	Year	Month	Day	Hour
642	646	Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner 	 Excitement 	20-07-2023 17:00	 SeniorCharityRunner 	 Twitter 	 #RunForACause #SeniorSupport 	30	60	 Canada	2023	7	20	17
643	647	Survived a challenging physics exam. Equations, you won't defeat me! 	 Relief 	01-08-2023 13:30	 PhysicsWhizHighSchool 	 Instagram 	 #PhysicsSurvivor #HighSchoolAdventures 	20	40	 USA	2023	8	1	13
644	648	Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder 	 Excitement 	02-08-2023 14:45	 CodeExplorerHighSchool 	 Twitter 	 #CodingAdventure #HighSchoolCoderLife 	25	50	 UK	2023	8	2	14
645	649	Joined the school debate team. Words are my weapons, and I'm ready for battle! 	 Excitement 	03-08-2023 12:15	 DebateWarriorHighSchool 	 Facebook 	 #DebateWarrior #HighSchoolDebater 	18	35	 Canada	2023	8	3	12
646	650	Started a photography club at school. Capturing moments, one snapshot at a time! 	 Joy 	04-08-2023 16:30	 PhotoClubHighSchool 	 Instagram 	 #PhotographyClub #HighSchoolPhotographer 	22	45	 USA	2023	8	4	16
647	651	Daydreaming about the upcoming prom. The dress, the dance â€“ it's a fairytale in the making! 	 Excitement 	05-08-2023 19:45	 PromDreamerHighSchool 	 Twitter 	 #PromDreams #HighSchoolFairytale 	30	60	 Canada	2023	8	5	19
648	652	Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! 	 Positive 	06-08-2023 14:00	 OutdoorClassHighSchool 	 Facebook 	 #OutdoorClassroom #HighSchoolExplorer 	28	55	 USA	2023	8	6	14
649	653	Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist 	 Embarrassed 	07-08-2023 19:45	 PaintSpillHighSchool 	 Instagram 	 #ArtisticMishaps #HighSchoolArt 	22	45	 UK	2023	8	7	19
650	654	Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! 	 Excitement 	08-08-2023 16:00	 SkateProHighSchool 	 Twitter 	 #SkaterLife #HighSchoolSkater 	30	60	 Canada	2023	8	8	16
651	655	Bonding with friends over the latest K-pop sensation. Fangirling at its finest! 	 Joy 	09-08-2023 22:30	 KpopFangirlHighSchool 	 Facebook 	 #KpopFangirl #HighSchoolMusic 	20	40	 USA	2023	8	9	22
652	656	Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! 	 Joy 	10-08-2023 14:20	 ChemistryWizardHighSchool 	 Instagram 	 #ChemistryWizard #HighSchoolScientist 	28	55	 UK	2023	8	10	14
653	657	Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! 	 Joy 	11-08-2023 18:45	 BirthdayPartyPlannerHighSchool 	 Twitter 	 #BirthdayParty #HighSchoolCelebration 	22	45	 Canada	2023	8	11	18
654	658	Joined the drama club to unleash my inner actor. Lights, camera, action! 	 Excitement 	12-08-2023 13:45	 DramaClubStarHighSchool 	 Facebook 	 #DramaClubStar #HighSchoolActor 	25	50	 USA	2023	8	12	13
655	659	Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! 	 Excitement 	13-08-2023 20:00	 FantasyBookNerdHighSchool 	 Instagram 	 #FantasyBookNerd #HighSchoolReader 	35	70	 UK	2023	8	13	20
656	660	Mastering the art of the perfect doodle during boring classes. Doodles: A+! 	 Joy 	14-08-2023 16:15	 DoodleMasterHighSchool 	 Twitter 	 #DoodleMaster #HighSchoolArt 	20	40	 USA	2023	8	14	16
657	661	Attempting to break the school record for the longest handstand. Wish me luck! 	 Excitement 	15-08-2023 19:30	 HandstandChallengeHighSchool 	 Facebook 	 #HandstandChallenge #HighSchoolAthlete 	28	55	 Canada	2023	8	15	19
658	662	Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! 	 Mischievous 	16-08-2023 14:00	 SnackSmugglerHighSchool 	 Instagram 	 #SnackSmuggler #HighSchoolSnacks 	30	60	 USA	2023	8	16	14
659	663	Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! 	 Excitement 	17-08-2023 22:15	 SleepoverHostHighSchool 	 Twitter 	 #SleepoverFun #HighSchoolMemories 	18	35	 UK	2023	8	17	22
660	664	Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! 	 Embarrassed 	18-08-2023 16:30	 TikTokFailHighSchool 	 Facebook 	 #DanceFail #HighSchoolTikTok 	25	50	 USA	2023	8	18	16
661	665	Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! 	 Embarrassed 	19-08-2023 19:45	 SocialMediaBlunderHighSchool 	 Instagram 	 #SocialMediaBlunder #HighSchoolAwkward 	22	45	 UK	2023	8	19	19
662	666	Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! 	 Embarrassed 	20-08-2023 17:00	 CrushFailHighSchool 	 Twitter 	 #CrushFail #HighSchoolEmbarrassment 	30	60	 Canada	2023	8	20	17
663	667	Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! 	 Joy 	21-08-2023 15:45	 PaperPlaneExpertHighSchool 	 Instagram 	 #PaperPlaneExpert #HighSchoolArt 	15	30	 USA	2023	8	21	15
664	668	Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! 	 Excitement 	22-08-2023 12:30	 JugglingProHighSchool 	 Facebook 	 #TextbookJuggling #HighSchoolSkills 	22	40	 Canada	2023	8	22	12
665	669	Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! 	 Mischievous 	23-08-2023 16:45	 SnackNinjaHighSchool 	 Twitter 	 #SnackNinja #HighSchoolSnacks 	28	55	 USA	2023	8	23	16
666	670	Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! 	 Excitement 	24-08-2023 18:20	 ScavengerHuntMasterHighSchool 	 Instagram 	 #SurpriseAdventure #HighSchoolFun 	20	38	 UK	2023	8	24	18
667	671	Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! 	 Joy 	25-08-2023 14:15	 RainDanceCelebrationHighSchool 	 Facebook 	 #RainDance #HighSchoolJoy 	25	50	 Canada	2023	8	25	14
668	672	Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! 	 Embarrassed 	26-08-2023 17:30	 GroupChatBlunderHighSchool 	 Twitter 	 #TextingFail #HighSchoolAwkward 	18	35	 USA	2023	8	26	17
669	673	Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? 	 Embarrassed 	27-08-2023 20:45	 MagicFailHighSchool 	 Instagram 	 #MagicFail #HighSchoolMagic 	22	45	 UK	2023	8	27	20
670	674	Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! 	 Joy 	28-08-2023 16:00	 OrigamiProHighSchool 	 Twitter 	 #OrigamiMaster #HighSchoolArt 	18	36	 USA	2023	8	28	16
671	675	Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! 	 Excitement 	29-08-2023 13:45	 HackySackChampionHighSchool 	 Instagram 	 #HackySackChallenge #HighSchoolAthlete 	26	48	 Canada	2023	8	29	13
672	676	Creating a secret handshake with friends. Friendship level: Expert! 	 Joy 	30-08-2023 17:30	 SecretHandshakeHighSchool 	 Facebook 	 #FriendshipGoals #HighSchoolMemories 	20	40	 USA	2023	8	30	17
673	677	Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! 	 Excitement 	31-08-2023 20:15	 BurgerQuestHighSchool 	 Twitter 	 #BurgerQuest #HighSchoolFoodie 	24	42	 UK	2023	8	31	20
674	678	Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! 	 Joy 	01-09-2023 14:45	 ComedyGeniusHighSchool 	 Instagram 	 #StandUpComedy #HighSchoolTalent 	21	39	 Canada	2023	9	1	14
675	679	Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! 	 Embarrassed 	02-09-2023 18:30	 LoveLetterBlunderHighSchool 	 Facebook 	 #LoveLetterFail #HighSchoolAwkward 	17	33	 USA	2023	9	2	18
676	680	Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! 	 Excitement 	03-09-2023 22:00	 ScienceExperimentProHighSchool 	 Twitter 	 #ScienceGeek #HighSchoolExperiments 	23	44	 UK	2023	9	3	22
677	681	Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! 	 Joy 	04-09-2023 15:15	 BraceletCraftsmanHighSchool 	 Instagram 	 #FriendshipBracelets #HighSchoolCrafts 	19	37	 USA	2023	9	4	15
678	682	Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! 	 Excitement 	05-09-2023 12:30	 CartwheelMasterHighSchool 	 Twitter 	 #CartwheelChallenge #HighSchoolAthlete 	27	52	 Canada	2023	9	5	12
679	683	Organizing a movie marathon with friends. Popcorn and cinematic adventures await! 	 Joy 	06-09-2023 16:45	 MovieMarathonHostHighSchool 	 Facebook 	 #MovieNight #HighSchoolMemories 	22	43	 UK	2023	9	6	16
680	684	Experimenting with a new hair color. A bold change for a bold semester! 	 Excitement 	07-09-2023 18:20	 HairColorExperimentHighSchool 	 Instagram 	 #HairExperiment #HighSchoolStyle 	20	39	 USA	2023	9	7	18
681	685	Building a time capsule to capture memories for the future. Time-traveling emotions! 	 Joy 	08-09-2023 14:15	 TimeCapsuleCreatorHighSchool 	 Facebook 	 #TimeCapsule #HighSchoolNostalgia 	26	48	 Canada	2023	9	8	14
682	686	Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! 	 Embarrassed 	09-09-2023 17:30	 ClassroomBlunderHighSchool 	 Twitter 	 #FirstDayOops #HighSchoolEmbarrassment 	16	32	 USA	2023	9	9	17
683	687	Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! 	 Excitement 	10-09-2023 20:45	 SmoothieConnoisseurHighSchool 	 Instagram 	 #HealthyLiving #HighSchoolWellness 	23	42	 UK	2023	9	10	20
684	688	Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. 	 Sad 	11-09-2023 15:45	 OverwhelmedHighSchoolStudent 	 Twitter 	 #SchoolChallenges #HighSchoolStruggles 	15	28	 USA	2023	9	11	15
685	689	Encountered some mean-spirited comments online. Dealing with online hate is never easy. 	 Hate 	12-09-2023 12:30	 DealingWithHateHighSchool 	 Instagram 	 #OnlineHate #HighSchoolReality 	18	36	 Canada	2023	9	12	12
686	690	Had a bad day at school. Everything seems to be going wrong. 	 Bad 	13-09-2023 16:45	 ToughDayHighSchool 	 Facebook 	 #BadDay #HighSchoolBlues 	20	40	 UK	2023	9	13	16
687	691	Feeling down after not making the sports team. Disappointment lingers. 	 Sad 	14-09-2023 18:20	 SportsTeamRejectionHighSchool 	 Twitter 	 #Disappointment #HighSchoolSports 	17	34	 USA	2023	9	14	18
688	692	Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. 	 Hate 	15-09-2023 14:15	 CafeteriaConflictHighSchool 	 Instagram 	 #CafeteriaDrama #HighSchoolTension 	21	41	 Canada	2023	9	15	14
689	693	Received a not-so-great grade on a major project. Academic frustration setting in. 	 Bad 	16-09-2023 17:30	 ProjectGradeDisappointmentHighSchool 	 Facebook 	 #AcademicFrustration #HighSchoolStress 	19	38	 UK	2023	9	16	17
690	694	Dealing with a personal setback. Sometimes life throws unexpected challenges. 	 Sad 	17-09-2023 20:45	 PersonalSetbackHighSchool 	 Twitter 	 #LifeChallenges #HighSchoolStruggles 	22	44	 USA	2023	9	17	20
691	695	Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. 	 Sad 	18-09-2023 22:00	 LonelySaturdayHighSchool 	 Instagram 	 #LonelyNights #HighSchoolEmotions 	16	31	 Canada	2023	9	18	22
692	696	Experiencing cyberbullying. Hateful messages online are disheartening. 	 Hate 	19-09-2023 15:15	 CyberbullyingVictimHighSchool 	 Facebook 	 #StopCyberbullying #HighSchoolReality 	14	27	 UK	2023	9	19	15
693	697	Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. 	 Bad 	20-09-2023 12:30	 RainyDayBluesHighSchool 	 Twitter 	 #BadLuck #HighSchoolWeather 	18	35	 USA	2023	9	20	12
694	698	Missing an important event due to unforeseen circumstances. A day filled with sadness. 	 Sad 	21-09-2023 16:45	 MissedOpportunityHighSchool 	 Instagram 	 #MissedChances #HighSchoolRegret 	20	39	 Canada	2023	9	21	16
695	699	Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. 	 Hate 	22-09-2023 18:20	 RumorVictimHighSchool 	 Facebook 	 #RumorMills #HighSchoolDrama 	23	46	 UK	2023	9	22	18
696	700	Got a flat tire on the way to an important meeting. Talk about a series of bad events! 	 Bad 	23-09-2023 14:15	 FlatTireWoesHighSchool 	 Twitter 	 #BadLuckDay #HighSchoolStruggles 	25	50	 USA	2023	9	23	14
697	701	Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. 	 Sad 	24-09-2023 17:30	 FriendMovingAwayHighSchool 	 Instagram 	 #SayingGoodbye #HighSchoolEmotions 	21	42	 Canada	2023	9	24	17
698	702	Facing rejection from a dream college. Disheartened but determined to explore other paths. 	 Sad 	25-09-2023 20:45	 CollegeRejectionHighSchool 	 Facebook 	 #CollegeDreams #HighSchoolJourney 	19	37	 UK	2023	9	25	20
699	703	Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. 	 Hate 	26-09-2023 14:15	 GamingToxicityHighSchool 	 Twitter 	 #OnlineGaming #HighSchoolGamer 	16	32	 USA	2023	9	26	14
700	704	Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. 	 Bad 	27-09-2023 17:30	 BadHairDayBluesHighSchool 	 Instagram 	 #BadHairDay #HighSchoolConfidence 	18	36	 Canada	2023	9	27	17
701	705	Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. 	 Sad 	28-09-2023 22:00	 ProjectFailureDespairHighSchool 	 Facebook 	 #ProjectStruggles #HighSchoolHardships 	21	41	 UK	2023	9	28	22
702	706	Experiencing hate comments for expressing personal opinions. Online negativity prevails. 	 Hate 	29-09-2023 15:45	 OpinionsHateHighSchool 	 Twitter 	 #OnlineOpinions #HighSchoolCriticism 	24	48	 USA	2023	9	29	15
703	707	Having a string of bad luck with constant technology malfunctions. Tech troubles galore! 	 Bad 	30-09-2023 18:20	 TechMalfunctionWoesHighSchool 	 Instagram 	 #TechIssues #HighSchoolTech 	22	43	 Canada	2023	9	30	18
704	708	Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. 	 Sad 	01-10-2023 14:15	 MissedEventBluesHighSchool 	 Facebook 	 #MissedMoments #HighSchoolRegret 	20	39	 UK	2023	10	1	14
705	709	Trying out a new study technique for upcoming exams. Exploring different learning strategies. 	 Neutral 	02-10-2023 16:45	 StudyTechniqueExperimentHighSchool 	 Instagram 	 #StudyStrategies #HighSchoolExams 	23	42	 USA	2023	10	2	16
706	710	Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. 	 Neutral 	03-10-2023 12:30	 CommunityCleanupHighSchool 	 Twitter 	 #EnvironmentalEfforts #HighSchoolCommunity 	26	50	 Canada	2023	10	3	12
707	711	Sharing favorite book recommendations with classmates. Building a mini book club. 	 Neutral 	04-10-2023 18:20	 BookRecommendationsHighSchool 	 Facebook 	 #BookClub #HighSchoolReads 	19	38	 UK	2023	10	4	18
708	712	Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. 	 Neutral 	05-10-2023 14:15	 BakeSaleRecipeExperimentHighSchool 	 Instagram 	 #BakingAdventures #HighSchoolBakes 	21	43	 USA	2023	10	5	14
709	713	Collaborating on a school project with peers. Teamwork makes the dream work. 	 Neutral 	06-10-2023 17:30	 SchoolProjectCollaborationHighSchool 	 Twitter 	 #Teamwork #HighSchoolProjects 	18	36	 Canada	2023	10	6	17
710	714	Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. 	 Neutral 	07-10-2023 20:45	 ExtracurricularExplorationHighSchool 	 Instagram 	 #SchoolClubs #HighSchoolInterests 	22	45	 UK	2023	10	7	20
711	715	Exploring a new part-time job opportunity for gaining work experience. Career development in progress. 	 Neutral 	08-10-2023 15:15	 PartTimeJobExplorationHighSchool 	 Facebook 	 #CareerDevelopment #HighSchoolJobs 	24	48	 USA	2023	10	8	15
712	716	Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. 	 Neutral 	09-10-2023 22:00	 SchoolAssemblyParticipationHighSchool 	 Twitter 	 #SchoolEvents #HighSchoolConnectivity 	20	40	 Canada	2023	10	9	22
713	717	Exploring a new hobby of photography during free time. Capturing moments through a lens. 	 Neutral 	10-10-2023 14:15	 PhotographyHobbyHighSchool 	 Instagram 	 #PhotographyJourney #HighSchoolHobbies 	25	49	 UK	2023	10	10	14
714	718	Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. 	 Neutral 	11-10-2023 16:45	 ScienceFairParticipationHighSchool 	 Facebook 	 #ScienceFair #HighSchoolScience 	19	37	 USA	2023	10	11	16
715	719	Attending a workshop on time management to enhance organizational skills. Striving for efficiency. 	 Neutral 	12-10-2023 18:20	 TimeManagementWorkshopHighSchool 	 Twitter 	 #EfficiencyGoals #HighSchoolSkills 	23	44	 Canada	2023	10	12	18
716	720	Volunteering at a local charity event to give back to the community. Contributing to social causes. 	 Neutral 	13-10-2023 12:30	 CharityEventVolunteerHighSchool 	 Instagram 	 #CommunityService #HighSchoolVolunteer 	20	39	 UK	2023	10	13	12
717	721	Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. 	 Neutral 	14-10-2023 17:30	 GroupProjectCollaborationHighSchool 	 Facebook 	 #TeamSpirit #HighSchoolProjects 	18	35	 USA	2023	10	14	17
718	722	Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. 	 Neutral 	15-10-2023 20:45	 DebateClubParticipationHighSchool 	 Twitter 	 #DebateSkills #HighSchoolIntellect 	22	43	 Canada	2023	10	15	20
719	723	Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! 	 Happy 	16-10-2023 15:45	 BirthdaySurpriseHighSchool 	 Instagram 	 #SurpriseParty #HighSchoolCelebration 	27	52	 UK	2023	10	16	15
720	724	Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! 	 Happy 	17-10-2023 12:30	 CodingSuccessHighSchool 	 Twitter 	 #CodingTriumph #HighSchoolTech 	24	48	 USA	2023	10	17	12
721	725	Attending a school talent show to support classmates. Applauding the diverse talents on display! 	 Happy 	18-10-2023 16:45	 TalentShowSupportHighSchool 	 Facebook 	 #TalentShow #HighSchoolEntertainment 	19	38	 Canada	2023	10	18	16
722	726	Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! 	 Happy 	19-10-2023 18:20	 WeekendHikeHighSchool 	 Instagram 	 #NatureAdventures #HighSchoolFriends 	21	42	 UK	2023	10	19	18
723	727	Winning a friendly sports competition against rival schools. Victory celebrations in full swing! 	 Happy 	20-10-2023 14:15	 SportsVictoryHighSchool 	 Twitter 	 #SportsTriumph #HighSchoolAthletics 	26	50	 USA	2023	10	20	14
724	728	Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! 	 Happy 	21-10-2023 17:30	 PenPalConnectionHighSchool 	 Facebook 	 #GlobalFriendship #HighSchoolCorrespondence 	23	45	 Canada	2023	10	21	17
725	729	Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! 	 Happy 	22-10-2023 20:45	 MuralCreationHighSchool 	 Instagram 	 #ArtCollaboration #HighSchoolCreativity 	22	43	 UK	2023	10	22	20
726	730	Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! 	 Happy 	10-11-2015 16:45	 ArtExhibitionJoyHighSchool 	 Instagram 	 #ArtisticExpression #HighSchoolCreativity 	23	44	 USA	2015	11	10	16
727	731	Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! 	 Happy 	14-09-2016 12:30	 TrackFieldSuccessHighSchool 	 Twitter 	 #AthleticAchievement #HighSchoolSports 	26	51	 Canada	2016	9	14	12
728	732	Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! 	 Happy 	18-08-2017 18:20	 ScienceProjectSuccessHighSchool 	 Facebook 	 #ScienceFairWinner #HighSchoolScience 	20	39	 UK	2017	8	18	18
729	733	Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! 	 Happy 	22-06-2018 14:15	 BirthdayPartyJoyHighSchool 	 Instagram 	 #SurpriseCelebration #HighSchoolFriendship 	25	48	 USA	2018	6	22	14
730	734	Successfully fundraising for a school charity initiative. The joy of giving back to the community! 	 Happy 	05-04-2019 17:30	 CharityFundraisingTriumphHighSchool 	 Twitter 	 #CommunityGiving #HighSchoolPhilanthropy 	22	42	 Canada	2019	4	5	17
731	735	Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! 	 Happy 	29-02-2020 20:45	 MulticulturalFestivalJoyHighSchool 	 Facebook 	 #CulturalCelebration #HighSchoolUnity 	21	43	 UK	2020	2	29	20
732	736	Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! 	 Happy 	15-11-2020 15:15	 VirtualTalentShowSuccessHighSchool 	 Instagram 	 #VirtualEntertainment #HighSchoolPositivity 	24	47	 USA	2020	11	15	15
9b172f1737	 gawd. People still remember the preggers comment. Hate you!	negative	morning	0-20	Saint Vincent and the Grenadines	110940	390	284						
c016333e85	oh no my tweetdeck is malfunctioning :O il have web will its fixd	negative	noon	21-30	Samoa	198414	2830	70						
63ec4e7de6	 heeeeey! You abandoned me here on Twitter momma dots?	neutral	night	31-45	San Marino	33931	6.00E+01	566						
7796395821	 yeah freakin sucks!!	negative	morning	46-60	Sao Tome and Principe	219159	960	228						
4f2e517832	Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.	neutral	noon	60-70	Saudi Arabia	34813871	2149690	16						
b3b338bcd0	#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture	positive	night	70-100	Senegal	16743927	192530	87						
add95c3198	Sooo tell me how I lost followerzzz	neutral	morning	0-20	Serbia	8737371	87460	100						
c41d259d60	 - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.	neutral	noon	21-30	Seychelles	98347	460	214						
3099b7261b	looking for people	neutral	night	31-45	Sierra Leone	7976983	72180	111						
15892f296d	wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb	positive	morning	46-60	Singapore	5850342	700	8358						
d12acf4e01	 Awwww   i`ve got some photos of cute bunnies	positive	noon	60-70	Slovakia	5459642	48088	114						
dad3160e52	long day and i still have to mow the lawn	negative	night	70-100	Slovenia	2078938	20140	103						
598603422e	Shoot. Only 12 miles	neutral	morning	0-20	Solomon Islands	686884	2.80E+04	25						
c3c79502f9	 why has it been so long since i have talked to you let alone seen you?? it makes me sad	negative	noon	21-30	Somalia	15893222	627340	25						
02b43cd23c	Happy mothers day mom  ?	positive	night	31-45	South Africa	59308690	1213090	49						
058f39acca	I want cookies for breakfast! Luckily I`m an adult and can do that!	positive	morning	46-60	South Korea	51269185	97230	527						
90af5c843a	Mowing #6. I hate my lawn	negative	noon	60-70	South Sudan	11193725	610952	18						
200f2b3566	 you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up	neutral	night	70-100	Spain	46754778	498800	94						
85f882c027	 yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..	negative	morning	0-20	Sri Lanka	21413249	62710	341						
5496094dac	Feeling bad for  profile pic	negative	noon	21-30	Sudan	43849260	1765048	25						
866582d5a3	CAPONES island in 2 days!!! my summer is just starting...	neutral	night	31-45	Suriname	586632	156000	4						
cb20977501	movie then sleep! Today was good day  [{H!--D3ff}]	positive	morning	46-60	Sweden	10099265	410340	25						
ddfc2cc8b3	Planing on going on a little ride on the mtb on monday  may be in over to the tower...	neutral	noon	60-70	Switzerland	8654622	3.95E+04	219						
0de656eac1	**** fiesta at my house in my mouth  hit me up for the password	neutral	night	70-100	Syria	17500658	183630	95						
6be59d11d8	the live version is so much better  ? http://blip.fm/~79my3	neutral	morning	0-20	Tajikistan	9537645	139960	68						
31d260e718	 There`s no pause button in the game of life.	neutral	noon	21-30	Tanzania	59734218	885800	67						
b22aff92be	 that`s black market material right there, my friend!	neutral	night	31-45	Thailand	69799978	510890	137						
96cc75e508	is getting married in Vegas in November by an Elvis impersonator am so happy!!!	positive	morning	46-60	Timor-Leste	1318445	14870	89						
664d148574	 tried to join the chat but the site would not let me sign in	negative	noon	60-70	Togo	8278724	54390	152						
6872aea3a9	 where is home??	neutral	night	70-100	Tonga	105695	720	147						
21d77a32fb	singing songs and filming movies  what i do best	positive	morning	0-20	Trinidad and Tobago	1399488	5130	273						
5d8cc77f93	Their songs make me want to cry..	negative	noon	21-30	Tunisia	11818619	155360	76						
803e9c0931	While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive	negative	night	31-45	Turkey	84339067	7.70E+05	110						
16ca8a5ecc	The Mediteranian Kitchen...oh well can`t get them all right.	neutral	morning	46-60	Turkmenistan	6031200	469930	13						
038c049e2a	 what`s wrong?	neutral	noon	60-70	Tuvalu	11792	30	393						
28e1999323	 Wasn`**** totally awesome?  Seeing the rebooted crew was so nice!	positive	night	70-100	Uganda	45741007	199810	229						
438a7d203a	_d thats good to know, and I bet he looks just like you.	positive	morning	0-20	Ukraine	43733762	579320	75						
0117a03b6d	_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!	positive	noon	21-30	United Arab Emirates	9890402	83600	118						
cad99e531f	i so wish i could get pregnant!!	positive	night	31-45	United Kingdom	67886011	241930	281						
4987bf323b	 im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol	positive	morning	46-60	United States of America	331002651	9147420	36						
ba3e84e67f	 Hiya! Missed you too! What have you been up to?	negative	noon	60-70	Uruguay	3473730	175020	20						
b2dc59805a	out to play	neutral	night	70-100	Uzbekistan	33469203	425400	79						
797aa81fda	Really sick	negative	morning	0-20	Vanuatu	307145	1.22E+04	25						
0ea64bcbe6	yay  my `only on sundays` maid came!! the house will be clean again!!!	neutral	noon	21-30	Venezuela	28435940	882050	32						
4e7fb463e0	Thx, Robban  http://www.sk-gaming.com/match/17905	positive	night	31-45	Vietnam	97338579	310070	314						
b33c27ad85	 thanks JK!!!  Love ya to death	positive	morning	46-60	Yemen	29825964	527970	56						
50eb2a08c3	Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.	positive	noon	60-70	Zambia	18383955	743390	25						
0ee55890a7	Geeze- I`m just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.	neutral	night	70-100	Zimbabwe	14862924	386850	38						
eb9c11eb52	So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks	negative	morning	0-20	Afghanistan	38928346	652860	60						
cf16d0c659	 G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!	positive	noon	21-30	Albania	2877797	27400	105						
f7aa65a988	Prom is so over rated!! Irritated... Going to bed goodnight	negative	night	31-45	Algeria	43851044	2381740	18						
b8a3fea60e	Look, everyone! I`m a bad boy! I`m ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz	neutral	morning	46-60	Andorra	77265	470	164						
5389177883	_rain i wanna see her hair  hows everyone?	neutral	noon	60-70	Angola	32866272	1246700	26						
e59fd12277	 Or FTRH -- For The Ride Home	neutral	night	70-100	Antigua and Barbuda	97929	440	223						
264f1af9a0	 english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.	negative	morning	0-20	Argentina	45195774	2736690	17						
d19724f22f	 i want chinese food really baaad.	positive	noon	21-30	Armenia	2963243	28470	104						
